39b58648-afd6-447d-8030-59bc349ab276|68|79
60ed7cb9-40de-4167-ae67-c68eb756d641|82|71
fbd4d02d-a1cc-4274-b186-4e6b08942080|77|69
2803840c-a776-4346-828d-1a4c0ee8d4cd|61|83
9c7072d3-a7af-4359-b9a8-a30bf63ccebb|82|73
379cc7e3-1d74-4ab8-a6ec-f757fa1121e7|82|78
df6348de-ac47-4598-a5d0-9f6aac7b099b|77|78
18b6779f-7213-44e9-976c-7fcf5eb2e38f|89|57
1dbee8c4-fd71-45a2-be6c-ec6277247d0b|61|41
2036d739-4a7e-44d8-a03f-288c4190e227|62|74
2d28ae74-32d1-41a3-afe9-567860bf462e|63|60
2e077510-6e61-4526-90d0-ac283dd0bb7d|71|69
3415f249-9fa0-4a15-84ac-9609191bbddb|98|56
3d2d6275-5da5-4051-9b59-9b00407b8af9|98|77
4c824914-c160-4908-bf19-cd7f6ff5a83b|69|42
59767166-4925-4199-ab4a-08e3b580fad0|111|77
60295423-81aa-423f-b42d-9345c75b0efa|100|72
628f37fa-bd33-4d4b-a69d-c81b11f8cbd4|82|60
6e6b5cee-e9ce-46aa-b2d1-ffb1f1fd6017|83|87
84c26f1c-ed3f-414c-909f-b2eaa5c1ac58|96|58
ac0ae534-e489-4cf6-821f-f1404c1dc724|86|75
b59bee73-e865-482f-a25f-fb60c057cdf1|77|76
b600fffd-002a-437b-bf09-0b795e54e55d|67|79
bd4e30af-55ce-4589-b742-39cd1730c844|84|88
c192a46e-377e-44c9-a947-93e165964153|88|55
dcd79540-3e89-4536-ab75-02e26b66fe8d|89|78
e0577519-fa1e-47eb-839b-4dfa7d830c85|76|54
ea206d73-f3aa-4863-a110-75b11b28e9a3|71|51
ebc010d3-841f-4010-aa87-66fd69a7d75e|82|74
ef5a1403-d852-4cdc-acb0-de69134d0882|74|62
f6d14ac8-286d-4acd-abe7-faed5d0d0b68|83|59
fab91a38-8d9a-4c38-b563-a4d5c9f61602|77|69
fed14c59-6b31-4636-bdc9-ca52d5d58160|0|0
16bb5c81-b397-4635-bb24-b41d8588d52a|72|45
30cc0952-4d93-4b32-88ad-6ad9df46205f|57|73
3b9f1315-c60d-4221-a33f-250d750b460f|88|57
5728cc94-1308-47f2-8ae6-d0c92af9f57e|72|52
7a47717f-371a-4167-8370-7a2def3ed5f9|80|75
92a2d25e-1ba9-4070-95d7-f0a50ded6a97|92|84
b25a48f4-a3fd-45fb-94e3-3bbaf2d73a1f|69|61
e9ad78e6-7daa-4102-a547-1ca2bf30c215|97|77
fcd0df5f-2c59-4cd2-be26-8f8ae450eaca|78|75
039431d7-37f7-46ab-ae1c-6b07d9ddc11f|72|63
0439bcc0-26f4-4b50-8821-ff28747fb2d6|75|59
0d094a21-2bcd-4d45-b56c-6133cb1ee23f|81|62
233e3f64-f27f-4cd7-96b4-4a1cae577123|76|54
23f69c12-d62b-4f83-9c7a-75a434356193|63|56
27b01d8c-f9e5-4108-a7b2-930a753d08a3|76|73
2dcb3307-180f-48ba-acd5-207c28bde6d5|72|65
3f86339e-68d5-49b6-a721-07bfc41fda2c|99|65
734e2794-15c5-4743-af38-7e26b470ee91|71|56
7375be5c-037b-4347-8b28-58994a1b666c|66|68
755851c9-c7e3-4a39-9831-e113278df236|77|62
75fbd0b8-0bca-4651-a934-dcaead938871|73|77
7ed515e7-eb02-4758-907e-f38c09992e27|76|61
881d230b-515d-40a1-84ab-6d788ff09949|107|61
92bd6e53-fb26-45ae-b447-e370a58f0829|117|62
95c1c7f3-2397-4f4a-b078-e0969d08872a|74|61
995a4e3b-d029-403c-a92f-d921577b35db|89|53
9ffba27d-6653-47a9-bf61-f81c16e024f0|71|55
cefc6d6e-fdcf-4f45-8816-806f7ac8d819|85|69
cf269657-f8ec-4fe0-9747-9b06b52e7ca8|76|72
dbdb3797-6251-4848-a309-48b0cded3358|80|63
de85dd5b-2723-4974-a542-ae1654fef47b|82|58
ee632d03-822f-44fc-9d03-1ca20e63bc13|75|82
efa8283e-f22c-443c-9431-4e45b9d70722|80|63
f5a45eec-7fd4-4fd3-97fa-c95071d0f339|96|61
f5f7e6de-c08a-416c-9345-b643047c39b8|74|79
f6f63969-f48d-4e8a-ba07-3e6ff80d785c|91|67
f0516d8d-f56f-40e7-84f1-4ee31278a09a|74|58
0e2115e2-af27-4792-98a6-45d848442b5a|67|51
12134ecc-251f-4289-a60c-b30c238df11b|69|54
c91cdf34-33f4-4cd5-b439-f90db2c24eb8|77|74
d23aaf86-3d58-4029-9b00-c4ddc96e9460|87|64
ee16a88a-99c1-4ed5-afb4-d16e8e361cc1|87|67
2979903e-551a-4e2d-9b22-87d24c73a876|81|72
